상품명,스펙목록,가격
일렉트로룩스 얼티밋홈 900 EFP91824BR,핸디스틱청소기 / 무선형 / 흡입+물걸레겸용 / [구성] 바닥 / 물걸레 / 솔형 / 더스팅 / 틈새 / 업탑어댑터 / 거치대 / [배터리] 분리형 (2개) / 충전시간: 1시간38분 / 사용시간: 1시간 / [성능] 인버터모터 / 5단계여과 / [기능] 디스플레이표시창 / LED라이트 / 배터리잔량표시 / [부가] 먼지통용량: 0.4L / 색상: 마호가니브론즈 / 무게: 2.88kg / 크기(가로x세로x깊이): 260x1120x260mm,748990
신일전자 SVC-D180BLDC,핸디스틱청소기 / 무선형 / 흡입전용 / [구성] 바닥 / 카펫 / 솔형 / 틈새 / 연장툴 / 거치대 / [배터리] 분리형 (1개) / 충전시간: 4시간 / 사용시간: 25분 / [성능] BLDC모터 / 헤파필터 / LED라이트 / [부가] 무게: 1.47kg,114040
카처 FC7 Cordless,물걸레청소기 / 롤러식 / 물걸레+진공 / 무선형 / [배터리] 충전시간: 4시간 / 사용시간: 45분 / [기능] 각도조절 / 배터리잔량표시 / 걸레자동세척 / [부가] 물통용량: 0.4L / 무게: 4.3kg / 크기(가로x세로x깊이): 310x1210x230mm,708400
신일전자 SVC-T990,핸디청소기 / 무선형 / [구성] 바닥 / 틈새 / 연장툴 / 거치대 / [배터리] 사용시간: 10분 / [부가] 색상: 블랙 / 무게: 1.4kg / 크기(가로x세로x깊이): 200x420x138mm,49000
에이스전자 에이스 K9,핸디스틱청소기 / 무선형 / 흡입전용 / 흡입력: 25000Pa / [구성] 바닥 / 카펫 / 침구 / 솔형 / 틈새 / 거치대 / [배터리] 분리형 (1개) / 사용시간: 35분 / [성능] 인버터모터 / 헤파필터 / 5단계여과 / [기능] 물걸레(별도구매) / LED라이트 / 배터리잔량표시 / 프리볼트 / [부가] 색상: 블랙 / 무게: 2.9kg / 크기(가로x세로x깊이): 240x1115x170mm,284050
삼성전자 제트 VS20T9253QDCS,핸디스틱청소기 / 무선형 / 흡입전용 / 흡입력: 200W / [구성] 바닥 / 솔형 / 틈새 / 연장툴 / 거치대 / 청정스테이션 / [배터리] 분리형 (2개) / 충전시간: 3시간30분 / 사용시간: 1시간 / [성능] 인버터모터 / 헤파필터 / 5단계여과 / [기능] 디스플레이표시창 / 프리볼트 / [부가] 먼지통용량: 0.5L / 색상: 티탄+그레이 / 무게: 2.64kg / 크기(가로x세로x깊이): 250x1123x215mm,454290
메이드조이 차량용 청소기 MV-W200,"차량용청소기 / 무선 / 흡입력: 5,400Pa / 최대출력: 50W / 헤파필터 / 추가노즐: 틈새, 솔브러쉬 / 사용시간: 18분 / 충전시간: 3시간 / 대용량리튬이온배터리 / 크기: 275x72x71mm",34600
샤오미 Lydsto H4,핸디스틱청소기 / 무선형 / 흡입전용 / 흡입력: 125AW / 흡입력: 25000Pa / [구성] 바닥 / 틈새 / 청정스테이션 / [배터리] 충전시간: 3시간 / [성능] BLDC모터 / [기능] 물걸레(별도구매) / LED라이트 / 자동먼지비움 / [부가] 먼지통용량: 0.4L,438150
롯데하이마트 하이메이드 HV-DW74,물걸레청소기 / 회전식 / 물걸레전용 / 무선형 / [배터리] 사용시간: 40분 / [기능] 물분사 / LED라이트 / 각도조절 / 셀프스탠딩 / [부가] 물통용량: 0.18L / 무게: 2.1kg / 패드: 극세사(벨크로형) / 크기(가로x세로x깊이): 340x240x170mm,52200
블레스 F528A,물걸레청소기 / 회전식 / 물걸레전용 / 무선형 / [배터리] 리튬이온 / 충전시간: 2시간30분 / 사용시간: 30분 / [기능] DC모터 / 물분사 / LED라이트 / 각도조절 / 셀프스탠딩 / [부가] 물통용량: 0.22L / 색상: 화이트 / 무게: 3.2kg / 패드: 극세사(벨크로형) / 크기(가로x세로x깊이): 390x1240x125mm,65700
앱코 오엘라 네오스핀 CM01,"욕실청소기 / 무선형 / [배터리] 충전시간: 3시간30분 / 사용시간: 1시간30분 / [기능] 배터리잔량표시 / 프리볼트 / [부가] 색상: 블랙, 화이트 / 무게: 0.76kg / 생활방수 / 각도조절 / 압력감지센서 / 브러쉬: 물걸레, 원형, 틈새",114480
벤하임코리아 듀얼360 클린케어 BCR-120WH,핸디스틱청소기 / 무선형 / 흡입전용 / [구성] 바닥 / 솔형 / 틈새 / [배터리] 내장형 / 사용시간: 40분 / [성능] 헤파필터 / 3단계여과 / [부가] 무게: 0.8kg,60040
파나소닉 MC-WDD91,"핸디스틱청소기 / 무선형 / 흡입전용 / 흡입력: 100W / 흡입력: 18000Pa / [구성] 바닥 / 솔형 / 틈새 / 연장툴 / [배터리] 충전시간: 3시간30분 / 사용시간: 30분 / [성능] BLDC모터 / 4단계여과 / [기능] 먼지감지센서 / [부가] 먼지통용량: 0.3L / 색상: 스페이스실버, 미드나잇블루 / 무게: 1.6kg / 크기(가로x세로x깊이): 182x387x182mm",179540
레이코 SH-BC500,침구청소기 / 핸디형 / 무선형 / [기능] 청소모드: 흡입 / 리튬이온 / 바닥롤러 / [부가] 색상: 화이트 / 크기(가로x세로x깊이): 260x120x180mm,64800
모리츠 MO-BCL700,"욕실청소기 / 무선형 / [구성] 연장툴 / [배터리] 충전시간: 3시간 / 사용시간: 30분 / [기능] 프리볼트 / [부가] 색상: 옐로우 / 방수 / 브러쉬: 모서리, 일반, 평면, 스폰지, 극세사, 수세미 / 크기(가로x세로x깊이): 95x900x70mm",46440
션자오 차량용 무선 청소기 Z1-pro,"차량용청소기 / 무선 / 흡입력: 13,500Pa / 최대출력: 120W / 헤파필터 / 추가노즐: 틈새, 솔브러쉬 / LED라이트 / 무게: 610g / 크기: 73x76x336mm",49470
신일전자 SVC-C106JA,핸디스틱청소기 / 무선형 / 흡입전용 / 흡입력: 25000Pa / [구성] 바닥 / 솔형 / 틈새 / 거치대 / [배터리] 분리형 (1개) / 충전시간: 5시간 / 사용시간: 35분 / [성능] BLDC모터 / 헤파필터 / 5단계여과 / [기능] 디스플레이표시창 / 먼지감지센서 / LED라이트 / 배터리잔량표시 / [부가] 먼지통용량: 0.5L / 색상: 그레이화이트 / 무게: 1.3kg / 크기(가로x세로x깊이): 330x1213x256mm,217990
DIBEA M500 퀀텀,"핸디스틱청소기 / 무선형 / 흡입+물걸레겸용 / 흡입력: 25000Pa / [구성] 바닥 / 물걸레 / 솔형 / 틈새 / 연장툴 / 거치대 / [배터리] 분리형 (1개) / 충전시간: 3시간 / 사용시간: 50분 / [성능] BLDC모터 / LED라이트 / [부가] 먼지통용량: 0.5L / 색상: 블랙, 화이트 / 무게: 2.5kg / 크기(가로x세로x깊이): 256x1172x217mm",188990
데일리 스팟클리너 V3,"침구/카펫청소기 / 무선형 / 충전시간: 4시간 / 사용시간: 18분 / [기능] 청소모드: 흡입, 습식 / 흡입력: 8000Pa / [부가] 물통용량: 1.8L / 무게: 3.8kg / 물분사 / 크기(가로x세로x깊이): 330x240x310mm",148000
일렉트로룩스 라피도 리튬 ZB6108,핸디청소기 / 무선형 / 흡입전용 / [구성] 거치대 / [배터리] 내장형 / 충전시간: 4시간 / 사용시간: 23분 / [성능] 3단계여과 / [부가] 색상: 초코릿브라운 메탈릭 / 무게: 1.1kg / 5단계각도조절 / 바퀴 / 크기(가로x세로x깊이): 410x137x124mm,82130
일렉트로룩스 얼티밋홈 900 EFP91822,핸디스틱청소기 / 무선형 / 흡입+물걸레겸용 / [구성] 바닥 / 물걸레 / 솔형 / 틈새 / 거치대 / [배터리] 분리형 (1개) / 충전시간: 1시간38분 / 사용시간: 1시간 / [성능] 인버터모터 / 5단계여과 / [기능] 디스플레이표시창 / LED라이트 / 배터리잔량표시 / [부가] 먼지통용량: 0.4L / 색상: 월넛브라운 / 무게: 2.88kg / 크기(가로x세로x깊이): 260x1120x260mm,548720
신일전자 롤링스턴 SDC-G1900SJ,물걸레청소기 / 회전식 / 물걸레전용 / 무선형 / [배터리] 충전시간: 6시간 / 사용시간: 40분 / [기능] 물분사 / LED라이트 / 각도조절 / 셀프스탠딩 / 배터리잔량표시 / [부가] 물통용량: 0.12L / 무게: 2.2kg / 패드: 극세사(벨크로형) / 크기(가로x세로x깊이): 335x1160x200mm,94310
원더스리빙 원더스 다이나킹 Z24,핸디스틱청소기 / 무선형 / 흡입전용 / 흡입력: 28000Pa / [구성] 바닥 / 침구 / 솔형 / 틈새 / 거치대 / [배터리] 분리형 (1개) / 충전시간: 5시간 / 사용시간: 50분 / [성능] BLDC모터 / 듀얼헤파필터 / 5단계여과 / [기능] 물걸레(별도구매) / 자동물공급 / LED라이트 / [부가] 무게: 2.7kg / 크기(가로x세로x깊이): 470x534x162mm,149000
삼성전자 제트 VS20T9218QDCC,핸디스틱청소기 / 무선형 / 흡입+물걸레겸용 / 흡입력: 200W / [구성] 바닥 / 물걸레 / 솔형 / 틈새 / 연장툴 / 거치대 / 청정스테이션 / [배터리] 분리형 (1개) / 충전시간: 3시간30분 / 사용시간: 1시간 / [성능] 인버터모터 / 헤파필터 / 5단계여과 / [기능] 디스플레이표시창 / 프리볼트 / [부가] 먼지통용량: 0.5L / 색상: 티탄+그레이 / 무게: 2.64kg / 크기(가로x세로x깊이): 250x1123x215mm,530830
리하스 LH20,"핸디스틱청소기 / 무선형 / 흡입전용 / 흡입력: 33000Pa / [구성] 바닥 / 침구 / 솔형 / 틈새 / 거치대 / [배터리] 분리형 (1개) / 사용시간: 2시간 / [성능] BLDC모터 / 헤파필터 / [기능] 물걸레(별도구매) / 디스플레이표시창 / 먼지감지센서 / LED라이트 / 배터리잔량표시 / 프리볼트 / [부가] 먼지통용량: 0.7L / 색상: 화이트, 블랙 / 무게: 2.97kg / 크기(가로x세로x깊이): 265x1200x170mm",198990
신일전자 SVC-P60DK,핸디스틱청소기 / 무선형 / 흡입전용 / 흡입력: 17000Pa / [구성] 바닥 / 침구 / 틈새 / 연장툴 / 거치대 / [배터리] 분리형 (1개) / 충전시간: 5시간 / 사용시간: 30분 / [성능] BLDC모터 / 헤파필터 / [기능] LED라이트 / 배터리잔량표시 / 프리볼트 / [부가] 먼지통용량: 0.5L / 색상: 다크그레이 / 무게: 5kg / 에어컴프레셔 / 크기(가로x세로x깊이): 295x739x127mm,173700
일렉트로룩스 에르고라피도 ZB3104,핸디스틱청소기 / 무선형 / 흡입전용 / [배터리] 내장형 / 충전시간: 4시간 / 사용시간: 30분 / [성능] 3단계여과 / [기능] 브러쉬자동청소 / 셀프스탠딩 / LED라이트 / 배터리잔량표시 / [부가] 먼지통용량: 0.5L / 색상: 아이스 화이트 / 무게: 2.5kg / 크기(가로x세로x깊이): 263x1070x150mm,180000
홈마블 H83BL,핸디스틱청소기 / 무선형 / 흡입전용 / 흡입력: 13000Pa / [구성] 바닥 / 침구 / 솔형 / 틈새 / 연장툴 / [배터리] 내장형 / 충전시간: 5시간 / 사용시간: 45분 / [성능] BLDC모터 / 헤파필터 / 5단계여과 / [기능] LED라이트 / [부가] 먼지통용량: 0.5L / 무게: 0.55kg / 크기(가로x세로x깊이): 65x400x65mm,75300
다이슨 디지털 슬림 플러피 오리진,핸디스틱청소기 / 무선형 / 흡입전용 / 흡입력: 100AW / [구성] 슬림소프트롤러 / 미니모터 / 솔형 / 더스팅 / 틈새 / 도킹스테이션 / [배터리] 분리형 (1개) / 충전시간: 3시간30분 / 사용시간: 40분 / [성능] 5단계여과 / [기능] 디스플레이표시창 / [부가] 먼지통용량: 0.3L / 무게: 1.9kg / 크기(가로x세로x깊이): 250x1100x250mm,724160
엑타코 E7,물걸레청소기 / 회전식 / 물걸레전용 / 무선형 / [배터리] 리튬이온 / 충전시간: 3시간 / 사용시간: 40분 / [기능] 물분사 / 각도조절 / 셀프스탠딩 / [부가] 무게: 3.2kg / 패드: 극세사(벨크로형) / 크기(가로x세로x깊이): 400x850x180mm,99000
블랙앤데커 PV1020,"핸디청소기 / 무선형 / 흡입전용 / [구성] 솔형 / 틈새 / 거치대 / [배터리] 충전시간: 4시간 / 사용시간: 11분 / [부가] 색상: 블루, 오렌지 / 무게: 1.28kg / 피벗노즐 / 크기(가로x세로x깊이): 270x170x140mm",62900
로엘 듀스핀2,물걸레청소기 / 회전식 / 물걸레전용 / 무선형 / [배터리] 리튬이온 / 충전시간: 3~4시간 / 사용시간: 5시간 / [기능] 각도조절 / 셀프스탠딩 / [부가] 무게: 1.08kg / 패드: 극세사(벨크로형) / 크기(가로x세로x깊이): 290x1250x135mm,69000
퍼피유 T12 Plus Rinse,핸디스틱청소기 / 무선형 / 흡입+물걸레겸용 / 흡입력: 185AW / 흡입력: 30000Pa / [구성] 바닥 / 물걸레 / 침구 / 솔형 / 더스팅 / 틈새 / 연장툴 / [배터리] 내장형 / 충전시간: 4시간 / 사용시간: 1시간10분 / [성능] BLDC모터 / 듀얼헤파필터 / 6단계여과 / [기능] 자동물공급 / LED라이트 / [부가] 먼지통용량: 0.42L / 물통용량: 0.39L / 무게: 1.6kg / 크기(가로x세로x깊이): 225x391x99mm,515140
유니언 고성능 차량용 진공청소기 FD-WVC,"차량용청소기 / 무선 / 흡입력: 5,800Pa / 헤파필터 / 추가노즐: 틈새, 솔브러쉬 / 사용시간: 10~15분 / 크기: 315x67mm / 무게: 810g",58190
퍼피유 T12 Home Rinse,핸디스틱청소기 / 무선형 / 흡입+물걸레겸용 / 흡입력: 120AW / 흡입력: 26000Pa / [구성] 바닥 / 물걸레 / 침구 / 솔형 / 더스팅 / 틈새 / 거치대 / [배터리] 충전시간: 3시간30분 / 사용시간: 42분 / [성능] BLDC모터 / 6단계여과 / [기능] 자동물공급 / 먼지감지센서 / LED라이트 / 배터리잔량표시 / [부가] 먼지통용량: 0.42L / 물통용량: 0.25L / 무게: 1.6kg / 크기(가로x세로x깊이): 278x1245x225mm,369000
마이리빙 스냅 보텍스 차량용 진공청소기,"차량용청소기 / 무선 / 흡입력: 13,500Pa / 3중필터 / 헤파필터 / 스테인리스 필터 / 추가노즐: 틈새, 솔브러쉬, 연장호스 / 사용시간: 최대 30분 / 크기: 435x175x75mm / 무게: 580g / 충전방식: USB C타입",99000
보쉬 유니버셜백 18,핸디스틱청소기 / 무선형 / 흡입전용 / [구성] 바닥 / 솔형 / 틈새 / 연장툴 / 사용시간: 20분 / [기능] 배터리잔량표시 / [부가] 먼지통용량: 0.5L / 무게: 0.9kg,132220
넥스코 NKV-C015L,업소용청소기 / 건습식 / 무선형 / [기능] 헤파필터 / 충전시간: 2시간40분 / 사용시간: 45분 / 이동바퀴 / 에어컴프레셔 / [부가] 탱크용량: 15L / 무게: 4.5kg / 크기(가로x세로x깊이): 365x375x373mm,179000
샤오미 디어마 DX115C,스틱청소기 / 무선형 / 흡입전용 / [구성] 바닥 / 솔형 / 틈새 / [성능] 헤파필터 / 3단계여과 / [부가] 먼지통용량: 1.2L / 색상: 블랙 / 무게: 2kg,28930
휴스톰 듀얼라이팅 HS-9800P,물걸레청소기 / 회전식 / 물걸레전용 / 무선형 / [배터리] 리튬이온 (분리형) / 충전시간: 4시간 / 사용시간: 30분 / [기능] LED라이트 / 각도조절 / 셀프스탠딩 / [부가] 색상: 핑크 / 무게: 3.6kg / 패드: 극세사(벨크로형) / 크기(가로x세로x깊이): 410x1180x205mm,145330
테팔 엑스퍼트 3.60 TY6933,핸디스틱청소기 / 무선형 / 흡입전용 / [구성] 바닥 / 솔형 / 틈새 / 거치대 / [배터리] 분리형 (1개) / 충전시간: 5시간 / 사용시간: 45분 / [성능] DC모터 / [기능] LED라이트 / 배터리잔량표시 / 프리볼트 / [부가] 먼지통용량: 0.5L / 색상: 블랙 / 무게: 2.2kg,190240
롯데하이마트 하이메이드 HV-LJ10W,핸디청소기 / 무선형 / 흡입전용 / 흡입력: 38AW / 흡입력: 1500Pa / [구성] 솔형 / 틈새 / 거치대 / [배터리] 사용시간: 23분 / [성능] BLDC모터 / 헤파필터 / [부가] 색상: 화이트 / 무게: 0.55kg / 크기(가로x세로x깊이): 230x550x430mm,87220
LG전자 코드제로 A9S A9470IK,핸디스틱청소기 / 무선형 / 흡입+물걸레겸용 / 흡입력: 200W / [구성] 바닥 / 물걸레 / 솔형 / 굳은먼지 / 틈새 / 매트리스 / 거치대 / [배터리] 분리형 (2개) / 충전시간: 4시간 / 사용시간: 1시간 / [성능] 인버터모터 / 헤파필터 / 5단계여과 / [기능] IoT기능 / 디스플레이표시창 / 자동물공급 / 배터리잔량표시 / [부가] 색상: 아이언그레이 / 크기(가로x세로x깊이): 250x1120x260mm,1289190
DIBEA F20 맥스,핸디스틱청소기 / 무선형 / 흡입전용 / 흡입력: 100AW / 흡입력: 25000Pa / [구성] 바닥 / 솔형 / 틈새 / 연장툴 / 거치대 / [배터리] 분리형 (1개) / 충전시간: 2~3시간 / 사용시간: 50분 / [성능] BLDC모터 / LED라이트 / [부가] 먼지통용량: 0.5L / 무게: 2.5kg / 크기(가로x세로x깊이): 256x1172x217mm,188990
한경희생활과학 HE-C287,핸디스틱청소기 / 무선형 / 흡입전용 / 흡입력: 22000Pa / [구성] 바닥 / 솔형 / 틈새 / 거치대 / [배터리] 분리형 (1개) / 충전시간: 5시간 / 사용시간: 30분 / [성능] BLDC모터 / 헤파필터 / 4단계여과 / [기능] LED라이트 / 배터리잔량표시 / 프리볼트 / [부가] 먼지통용량: 0.8L / 색상: 화이트 / 무게: 1.23kg / 크기(가로x세로x깊이): 250x1090x150mm,169000
샤오미 디어마 VC20 PLUS,핸디스틱청소기 / 무선형 / 흡입전용 / [구성] 바닥 / 솔형 / 틈새 / 연장툴 / [배터리] 충전시간: 4시간30분 / 사용시간: 22분 / [부가] 먼지통용량: 0.6L / 색상: 화이트 / 크기(가로x세로x깊이): 235x1150x175mm,68500
샤오미 TROUVER SOLO10,핸디스틱청소기 / 무선형 / 흡입전용 / 흡입력: 85AW / 흡입력: 18000Pa / [구성] 바닥 / 솔형 / 틈새 / [배터리] 내장형 / 충전시간: 3시간30분 / 사용시간: 48분 / [성능] BLDC모터 / 5단계여과 / [기능] 디스플레이표시창 / 배터리잔량표시 / [부가] 먼지통용량: 0.4L / 색상: 화이트+레드 / 무게: 1.4kg,146990
신일전자 SVC-650SG,핸디청소기 / 무선형 / 흡입전용 / 흡입력: 35W / [구성] 바닥 / 연장툴 / 거치대 / [배터리] 충전시간: 8시간 / 사용시간: 5~10분 / [부가] 색상: 화이트 / 무게: 1.5kg / 크기(가로x세로x깊이): 440x150x130mm,51300
휴아코 휴빅 HB-2142BW,"욕실청소기 / 무선형 / [배터리] 내장형 / 충전시간: 8시간 / 사용시간: 50분 / [부가] 색상: 화이트 / 무게: 0.9kg / 브러쉬: 평면, 돔, 틈새, 광택 / 크기(가로x세로x깊이): 380x440x380mm",52900
LG전자 코드제로 A9 A978,핸디스틱청소기 / 무선형 / 흡입+물걸레겸용 / 흡입력: 140W / [구성] 바닥 / 물걸레 / 침구 / 솔형 / 굳은먼지 / 상부청소 / 틈새 / 긴틈새 / 매트리스 / 연장툴 / 거치대 / [배터리] 분리형 (2개) / 충전시간: 3시간30분 / 사용시간: 40분 / [성능] 인버터모터 / 헤파필터 / 5단계여과 / [기능] 자동물공급 / [부가] 색상: 아이언그레이 / 크기(가로x세로x깊이): 260x1120x270mm,1044760
